message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,,,
Darren Moran they were running the campaign for Trump who was on the ballot... get the connection there? .. it’s a no brainer,0,2018-02-25 00:25:05,0,0,0,0,0,0,0,0,,,
Stephanie Ann Buckingham You should get some help for your anger issues. So why don't you just run along now.,0,2018-02-25 00:26:13,5,4,1,0,0,0,0,0,,,
"64, I have been listening to both candidate speeches from day one and I have never found one intentional lie come out of President Trumps mouth. The other candidate lied constantly.",0,2018-02-25 00:27:30,0,0,0,0,0,0,0,0,,,
Jen Rider actually I served honorably,0,2018-02-25 00:28:11,2,1,1,0,0,0,0,0,,,
"65. This is a fallacy; the Democrat’s elite are filthy rich on mainly government jobs. The Clinton’s are filthy rich, even though; the Clinton’s were bankrupt 16 year ago. There did all the money come from??? Google the name of the Democrat’s elite’s and see how much money they have, a lot more than us normal people.",0,2018-02-25 00:28:31,1,1,0,0,0,0,0,0,,,
"Talking about hate.. Didn't Oprah very recently say ""White"" people have to die?",0,2018-02-25 00:28:35,4,2,0,1,0,0,1,0,,,
Tiffany Scott just because you slap a “resist” bumper stick on your car & fight Trump supporters online doesn’t make you a warrior of America.  It just makes you another snowflake!,0,2018-02-25 00:29:22,7,4,1,0,2,0,0,0,,,
We need attack political no brain,0,2018-02-25 00:29:36,0,0,0,0,0,0,0,0,,,
Jesse McMurray I’ve heard her have her pity party multiple times.. YAWN,0,2018-02-25 00:30:15,0,0,0,0,0,0,0,0,,,
No job we need no job,0,2018-02-25 00:30:23,0,0,0,0,0,0,0,0,,,
"Didn't the Obama's say the problem with America is the ""white"" folk?",0,2018-02-25 00:30:44,5,5,0,0,0,0,0,0,,,
"66. The first four year of president Obama’s term in 2008 both houses were in Democrats hands. The next four year was senate Dems, congress Reps. Plenty of control to do what should have been done.  If something did get done, then maybe the train would have keep rolling.  President Obama did very little.",0,2018-02-25 00:30:51,3,3,0,0,0,0,0,0,,,
tell yourself that,0,2018-02-25 00:31:35,0,0,0,0,0,0,0,0,,,
67. I believe in term limits and think career politicians are ruining America.,0,2018-02-25 00:31:35,3,3,0,0,0,0,0,0,,,
"Tyffany, Manafort was brought in because he had experience in keeping the electors in line. That's it. How do you think he got that experience in the first place? I'll wait.",0,2018-02-25 00:32:55,3,2,1,0,0,0,0,0,,,
Tiffany Scott go to bed already little girl. Those defending your nation will see to your peaceful nights sleep.  Not that you will ever be thankful for them....,0,2018-02-25 00:32:58,5,3,1,0,1,0,0,0,,,
"Dante Russo I don't want to burst your bubble, but she has a crush on Michael.. He's her first love.",0,2018-02-25 00:34:03,5,1,1,0,3,0,0,0,,,
"68. The haters are exactly what's wrong if the Democratic Party. The Party needs to distance itself from these haters and denounce all violent, racial, hate groups.",0,2018-02-25 00:34:50,3,2,0,1,0,0,0,0,,,
"Tiffany, neither of my boys were on the ballot either. For someone who says they don't tolerate BS you sure are jam packed with it.",0,2018-02-25 00:34:57,6,6,0,0,0,0,0,0,,,
69. President Obama in my opinion should have attacked more important issues.,0,2018-02-25 00:36:09,3,3,0,0,0,0,0,0,,,
70.  President Obama should not have paid a ransom and give a terrorist country 1.7 billion dollars and try to do all this behind the backs of Americans. This taxpayer’s money is being used by Iran against America.,0,2018-02-25 00:37:21,2,2,0,0,0,0,0,0,,,
"Stephanie Ann Buckingham President Trump is not perfect.  I’m not perfect.  You’re not perfect.  Obama was not perfect.  Hillary was not perfect.  I am no one’s judge and neither are you. A lot of what you are saying you are twisting to fit your agenda.  The same case of being “naive” could be made for any former President or nominee.  People on both sides support their candidate some blindly and some forgive.  And some pick the lesser of two evils.  Bottom line everything you are accusing us of doing, your side has done as well.  So please no hypocrisy.",0,2018-02-25 00:37:29,6,4,2,0,0,0,0,0,,,
Tiffany Scott i feel sorry for you...you are so misinformed!!!!,0,2018-02-25 00:38:09,6,5,0,0,1,0,0,0,,,
I SAW HAPPY !!!! She’s here somewhere,0,2018-02-25 00:38:59,5,3,1,0,1,0,0,0,,,
"71. Hillary Clinton supports the KKK., just listen to she Larry Byrd speech.",0,2018-02-25 00:39:34,3,3,0,0,0,0,0,0,,,
Thanks for the intelligent conversation patriots... you were all awfully quiet.. hope you were listening... later,0,2018-02-25 00:39:39,0,0,0,0,0,0,0,0,,,
"Tiffany, That's strange. Why is it that I pity you and not Jen. ;-)",0,2018-02-25 00:40:04,5,5,0,0,0,0,0,0,,,
Dante Russo However Stephanie has it bad for you😘 She's another Tiffany.,0,2018-02-25 00:41:35,5,4,1,0,0,0,0,0,,,
"JR maybe you can write a book about your extraordinary experience ... you, and millions of others....  I’m sure you had no problem cashing checks..",0,2018-02-25 00:42:19,0,0,0,0,0,0,0,0,,,
Harold Lang Isn't there a picture of Hillary kissing him? and the KKK donated to her?,0,2018-02-25 00:42:26,5,4,1,0,0,0,0,0,,,
"Tiffany Scott go to bed child, you have alot of growing up to do!",0,2018-02-25 00:43:05,3,3,0,0,0,0,0,0,,,
Ayla Ponzini well I am dashing and cute.  I should thank my parents for such good genes lol.,0,2018-02-25 00:43:10,2,0,2,0,0,0,0,0,,,
"72. President Trump I am really excited that you are going to put America back on course, bring jobs and companies back to America, bring down the debt, unify America, clean up Obamacare, deregulate so small businesses can survive, thanks for fixing the tax loopholes and tax codes, Bring the GDP up to a normal growth, get rid of super pacs, and for bringing back hope for all Americans.",0,2018-02-25 00:43:10,0,0,0,0,0,0,0,0,,,
73.  Some Democratic college professors are bullying their students because these students have a different political view. These professors must be fired.,0,2018-02-25 00:44:01,0,0,0,0,0,0,0,0,,,
Hi Dante Russo.  It looks like your fan club is fighting over you again.  😁,0,2018-02-25 00:44:02,3,2,1,0,0,0,0,0,,,
because you are buying the rhetoric.. my appreciation goes to those who actually suffered and served with their lives.. those who have PTSD and are in VA hospitals trying to adapt to a life without limbs... not people who got free college and act like they were in platoon,0,2018-02-25 00:45:03,0,0,0,0,0,0,0,0,,,
74. A sign of a great leader is to be able to change your opinion to conform to what will work for America. Anything is better than the last 8 years of Obama’s administration.,0,2018-02-25 00:45:31,1,1,0,0,0,0,0,0,,,
Happy Annetta Evans you know my crush is on you 😘,0,2018-02-25 00:46:42,2,0,2,0,0,0,0,0,,,
"75, Trump's daughter is married to a Jew, his grand kids from that union are Jewish and that son in law is a player in the Trump organization. So, Trump as Jew hater does not fly-try again.",0,2018-02-25 00:46:51,0,0,0,0,0,0,0,0,,,
Happy Annetta Evans how have you been.  I’ve missed ya!!,0,2018-02-25 00:47:16,2,2,0,0,0,0,0,0,,,
"76. Eric also married a Jew, and those future grandkids will also be Jewish.",0,2018-02-25 00:47:33,2,2,0,0,0,0,0,0,,,
"Jen, She's actually on the Mueller Team so she knows what she's tal.... oh wait. What was that.... Okay thanks guys. Folks I stand corrected, I should've said mule team.",0,2018-02-25 00:47:37,3,3,0,0,0,0,0,0,,,
Might of been Mule Team Six though. Not sure. Staff is still looking into that for me. Lol,0,2018-02-25 00:48:52,3,3,0,0,0,0,0,0,,,
Dante Russo  no but Trump Jr. does love going after 14 year olds over Twitter so it is all fair play now. If they don’t want their kids to be involved maybe they should stop acting like kids and have a cup of stfu.,0,2018-02-25 00:49:45,0,0,0,0,0,0,0,0,,,
Tiffany Scott so I have to be injured in battle to deserve your respect???  Seriously are you for real???,0,2018-02-25 00:51:21,1,0,1,0,0,0,0,0,,,
Wish we had someone like him in Australia,0,2018-02-25 00:51:59,0,0,0,0,0,0,0,0,,,
Chris Michael Irwin  show your birth certificate 😂,0,2018-02-25 00:52:00,1,0,0,1,0,0,0,0,,,
"77.  Why President Obama did not created incentives to keep jobs and companies in America. What has the President Obama been doing for 8 years, bringing up the debt over $9 trillion dollars, an increase of 100%?",0,2018-02-25 00:52:17,1,1,0,0,0,0,0,0,,,
Stephanie Ann Buckingham here is a little hint.. NO ONE flirted with you.  Get over yourself... and besides you are no where near the woman Happy is... she is amazing in every way... stop making up lies and fantasies NO ONE here is into Steph..,0,2018-02-25 00:52:30,2,1,1,0,0,0,0,0,,,
"Dante Russo Ooops, juding by Stephanie's last post, she's crossed into Tiffany land..",0,2018-02-25 00:52:49,4,3,1,0,0,0,0,0,,,
Darren Moran sounds like Republicans they still crying about Obama Care.,0,2018-02-25 00:52:51,0,0,0,0,0,0,0,0,,,
"Dante Russo -- I've been in and out of the hospital a couple of times.  I have good days, and I have bad days.  Even though I do not always post a comment, rest assured that I monitor the comments threads every night.  Liberal troll comments have proven n to be a great source of laughter for me.

Keep up the good fight, Trump supporters!!  Just know I'm with you in spirit!!

And always remember -- one irrefutable fact is that snowflakes ALWAYS melt and then evaporate when the heat is on....

🇺🇸🇺🇸🇺🇸MAGA🇺🇸🇺🇸🇺🇸",0,2018-02-25 00:52:56,7,5,2,0,0,0,0,0,,,
More and less guns lol,0,2018-02-25 00:53:00,0,0,0,0,0,0,0,0,,,
can your read your statement and see how stupid it is. This is country of many cultures,0,2018-02-25 00:53:45,0,0,0,0,0,0,0,0,,,
Happy Annetta Evans if you need anything let us know ok... hang in there... you’re a warrior !!,0,2018-02-25 00:54:08,3,3,0,0,0,0,0,0,,,
Harold Lang  he cannot it’s not like he is firing Comey if he goes after Mueller for no good reason it will show a sign of guilt. But I would not be shocked if he ever does he is the supreme moron.,0,2018-02-25 00:54:53,0,0,0,0,0,0,0,0,,,
"Muahaha Trump Panama hotel has just been caught shredding eviction papers muahahaaha. 

#PaperGate.",0,2018-02-25 00:59:55,0,0,0,0,0,0,0,0,,,
Stephanie Ann Buckingham  🙄🙄🙄.. come on..  pick on me..  don’t be so low as to attack someone’s health.. you wanna be a bully.  Here I am!  Take your best shot.  But don’t be a bully out of spite.,0,2018-02-25 01:00:11,0,0,0,0,0,0,0,0,,,
Always in my prayers Annetta. You keep up the good fight girl.,0,2018-02-25 01:00:56,2,2,0,0,0,0,0,0,,,
"Dante Russo -- She is right about attractive women not having one night stands.  Unfortunately for her, however, intelligent, attractive women also are able to express their opinions without the use of such superfluous terms as ""stalker"" and ""pervert"".",0,2018-02-25 01:00:56,3,2,1,0,0,0,0,0,,,
Happy Annetta Evans  you are very classy. Always have been.,0,2018-02-25 01:02:02,1,0,0,0,1,0,0,0,,,
"Dante Russo Thank you for replying first I have so many words for this POS, however she is not worth it.",0,2018-02-25 01:02:23,2,2,0,0,0,0,0,0,,,
"Happy Annetta Evans, ""girl, don't go away mad, girl just go away."" :D",0,2018-02-25 01:04:03,1,0,1,0,0,0,0,0,,,
"One more thing .. I’m 54 years old, have seen a lot of horrific things in my lifetime. Come back and talk to me when you can give a valid argument..",0,2018-02-25 01:05:17,1,1,0,0,0,0,0,0,,,
Tiffany Scott geezer,0,2018-02-25 01:06:44,1,1,0,0,0,0,0,0,,,
"Intelligent, attractive women who possess character, class and discernment also do not need to resort to sarcasm, especially when they have been exposed for posting false accusations.

P.S.  The photo on ""her"" profile appears on several other social media accounts.",0,2018-02-25 01:07:11,3,3,0,0,0,0,0,0,,,
What culture is forced on you? Because we can say the same thing about you.,0,2018-02-25 01:08:34,0,0,0,0,0,0,0,0,,,
Tiffany Scott old harpy!,0,2018-02-25 01:08:39,0,0,0,0,0,0,0,0,,,
Tiffany Scott why are you attacking a veteran?  Seriously.  I know WHY you attack me and Mike and others.  But why a Vet?  If you don’t like what she has to say can’t you be a big person and just ignore her.  If I see a liberal vet I don’t attack like you did.  Why ?,0,2018-02-25 01:09:01,3,2,0,0,1,0,0,0,,,
Dante Russo You notice Stephanie talks only to men? Kinda like Tiffany?,0,2018-02-25 01:09:05,2,0,0,0,2,0,0,0,,,
"Well, it looks like it must be bedtime for the Obama Legacy Savers Club. How sad is that? Lol. I mean shouldn't you have to have a legacy first? Oh well, maybe it works like Nobel Peace Prize or something. Take care everybody.",0,2018-02-25 01:10:02,1,1,0,0,0,0,0,0,,,
Yeah! Support our own homegrown deadbeats and moochers first!,0,2018-02-25 01:10:43,0,0,0,0,0,0,0,0,,,
"Dante Russo because she’s jealous, DUH!",0,2018-02-25 01:10:46,1,0,0,0,1,0,0,0,,,
Jen Rider I suppose you’re right.  I just disagree with it.  I respect our vets.,0,2018-02-25 01:12:00,3,3,0,0,0,0,0,0,,,
I respect all who serve!,0,2018-02-25 01:13:52,3,3,0,0,0,0,0,0,,,
"Dante Russo With my experiences with Tiffany, she does Not like women. Only men. and she is also a physco.",0,2018-02-25 01:14:07,2,2,0,0,0,0,0,0,,,
Ayla Ponzini ... poor Michael ... gonna come home one day and find his rabbit cooking on the stove... Fatal Attraction... hope he’s packing...,0,2018-02-25 01:15:20,1,0,0,0,1,0,0,0,,,
"Tiffany has served no one, except herself at the all you can eat buffet",0,2018-02-25 01:16:04,2,0,0,0,2,0,0,0,,,
"Dante Russo I have great respect for vets ... I respect true Americans who are actually patriots... when I spot fake rhetoric, I call it out..",0,2018-02-25 01:16:52,0,0,0,0,0,0,0,0,,,
"It appears that the liberal trolls still mistakenly believe that their name calling, vulgarity and insults somehow give them the image of superiority, when in fact it only makes them appear as insecure, uneducated and bitter.

Don't be degraded to their low level, Trump supporters.  Instead, continue to employ the mature and informed tactic of posting unbiased and substantiated facts that cannot be disputed.  Their ridiculous and transparent temper tantrum responses are quickly fueling the self implosion of their own political party.

Sleep well with the knowledge that, no matter what they say or do, the trolls still [thankfully] lost the election.

Goodnight, everyone!!!

🇺🇸🇺🇸🇺🇸MAGA🇺🇸🇺🇸🇺🇸
🇺🇸🇺🇸TRUMP/ PENCE 🇺🇸🇺🇸",0,2018-02-25 01:17:39,0,0,0,0,0,0,0,0,,,
